date,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63
2018-06-28,-15394.326,7825.271,19943.643,6303.55,-5313.0527,-10031.853,-26699.148,-11496.222,-219.8648,-379.20853,17278.998,-4580.7173,2778.1543,3398.9465,1849.7117,-38553.81,-4021.761,-19931.865,3692.0955,-1442.1127,15876.283,1398.3983,-18299.62,5539.4946,18168.473,7307.4653,-2943.4553,-3039.2664,-3401.9326,-1866.5571,2070.599,-19673.404,12332.09,7063.1133,1598.4491,33381.066,574.4472,-18475.525,14172.224,-3658.4045,-6137.5923,-18367.396,10376.651,-5338.2334,4503.3584,250.62833,14006.324,18361.938,733.8621,-738.9852,20942.525,19360.025,9286.321,-1158.5471,10035.08,-16362.83,18012.95,19257.156,-7224.0264,-22720.09,-4568.0903,-1464.6262,-6095.4834,-24645.115
2018-06-29,-14872.024,7539.087,19282.037,6075.7295,-5141.841,-9685.311,-25789.477,-11132.315,-207.59056,-358.95407,16685.617,-4429.1265,2681.0408,3279.0051,1786.4856,-37247.184,-3887.5854,-19240.213,3581.4663,-1389.3387,15348.678,1344.6954,-17710.314,5329.098,17549.52,7039.827,-2835.618,-2938.8042,-3288.068,-1808.8914,2006.0001,-19017.11,11904.37,6834.51,1550.1782,32244.314,546.1373,-17852.094,13695.961,-3536.3127,-5925.908,-17754.217,10021.189,-5154.816,4369.6416,245.22168,13539.4375,17747.004,709.0382,-692.8156,20250.783,18694.385,8981.74,-1132.8348,9687.844,-15801.283,17397.97,18595.422,-6991.9883,-21945.135,-4404.0654,-1413.6517,-5892.5415,-23792.76
2018-06-30,-15507.831,7889.5537,20080.275,6355.288,-5348.6206,-10107.951,-26898.459,-11568.7705,-223.92574,-386.64136,17407.967,-4611.7935,2801.2004,3424.4158,1863.0323,-38835.74,-4051.3545,-20082.076,3714.5137,-1454.8517,15988.112,1412.3323,-18420.771,5588.9023,18301.383,7369.2646,-2970.4036,-3057.6895,-3428.2324,-1876.154,2085.2805,-19811.781,12423.566,7111.8228,1607.3698,33627.92,583.35126,-18607.34,14273.297,-3683.4932,-6183.426,-18496.871,10456.562,-5380.002,4528.635,250.271,14105.1875,18492.59,736.2072,-753.0876,21092.232,19504.035,9351.1875,-1160.7673,10111.658,-16483.248,18146.562,19400.834,-7268.9727,-22886.734,-4605.9463,-1473.2053,-6141.636,-24831.756
2018-07-01,-13303.97,6774.284,17218.027,5454.232,-4584.271,-8672.962,-23074.97,-9915.0205,-195.50185,-333.30954,14934.115,-3954.4023,2403.2168,2939.1782,1596.9062,-33311.984,-3473.2888,-17230.225,3181.3606,-1249.8217,13709.424,1215.045,-15789.258,4803.567,15699.247,6327.438,-2551.1418,-2618.6445,-2940.3538,-1605.5754,1787.8843,-16989.121,10659.364,6096.548,1377.535,28845.13,504.95233,-15956.423,12240.864,-3157.31,-5304.4985,-15860.689,8971.283,-4616.6035,3879.47,212.05893,12094.972,15858.177,631.2682,-652.23004,18086.238,16732.467,8018.874,-991.32214,8675.44,-14139.268,15568.387,16643.541,-6228.2583,-19630.746,-3953.6199,-1264.4528,-5267.9434,-21304.738
2018-07-02,-10263.183,5164.207,13347.909,4166.346,-3564.7212,-6671.1353,-17775.672,-7736.852,-125.67545,-229.2276,11504.237,-3072.3499,1836.2765,2250.9036,1232.4744,-25703.059,-2690.193,-13254.642,2498.0974,-947.47687,10621.381,914.56024,-12293.848,3630.265,12107.823,4820.6597,-1939.2749,-2046.5203,-2265.4084,-1268.1547,1395.3383,-13149.517,8207.183,4736.3467,1076.7751,22237.107,359.0657,-12335.077,9456.334,-2442.2188,-4083.0183,-12287.389,6900.4917,-3545.8083,3060.49,177.68999,9363.411,12266.932,498.3408,-436.4347,14002.124,12886.763,6218.638,-812.0042,6675.6597,-10899.585,11995.258,12816.562,-4861.9077,-15135.174,-3023.121,-976.8638,-4065.0483,-16382.614
2018-07-03,-11309.891,5767.753,14635.6875,4643.7993,-3896.254,-7374.762,-19624.088,-8422.227,-170.86862,-285.2586,12698.206,-3359.4998,2046.0916,2504.0566,1358.308,-28323.037,-2950.0876,-14655.237,2699.0505,-1064.5763,11648.18,1031.998,-13408.602,4094.2195,13351.415,5384.541,-2168.3657,-2224.3562,-2499.5159,-1363.2538,1514.4406,-14442.496,9064.601,5178.8887,1172.0074,24528.877,429.38373,-13566.524,10410.768,-2686.5127,-4511.914,-13477.043,7629.244,-3927.0015,3288.0413,180.842,10280.093,13481.596,538.25226,-560.66504,15367.917,14231.12,6811.8047,-837.4791,7375.9326,-12026.083,13239.779,14153.841,-5290.527,-16696.008,-3364.1123,-1079.9386,-4477.638,-18123.008
2018-07-04,-11294.406,5766.6924,14614.033,4643.18,-3889.6316,-7366.9404,-19601.885,-8405.028,-170.61472,-287.9696,12685.571,-3353.618,2045.9503,2502.238,1358.6504,-28290.32,-2946.6206,-14642.428,2692.5518,-1064.0187,11632.25,1031.5468,-13385.349,4093.1072,13335.84,5383.988,-2167.207,-2223.2812,-2496.3906,-1361.1095,1510.0942,-14423.028,9055.784,5170.494,1169.1063,24503.705,429.15332,-13552.38,10398.808,-2684.661,-4508.4985,-13458.716,7620.665,-3922.2837,3276.7478,180.87326,10266.987,13464.41,536.37256,-567.2935,15346.147,14216.506,6799.9136,-832.357,7369.401,-12013.656,13223.553,14140.92,-5282.611,-16680.445,-3361.537,-1077.2437,-4470.382,-18107.023
2018-07-05,-13403.264,6824.343,17354.82,5495.351,-4621.3804,-8736.525,-23247.336,-9994.461,-196.2342,-333.52374,15045.226,-3985.8,2419.7383,2962.752,1608.7587,-33560.87,-3498.5542,-17360.805,3204.5037,-1258.3126,13812.882,1219.7847,-15909.981,4838.8105,15820.163,6371.2114,-2566.1172,-2641.5056,-2960.4182,-1621.5895,1798.8868,-17121.605,10740.763,6141.964,1388.7518,29061.234,505.6798,-16080.342,12336.107,-3183.3406,-5344.865,-15982.33,9036.15,-4649.8213,3910.2183,217.03386,12187.554,15981.268,640.8457,-653.28656,18218.176,16860.271,8078.5146,-1001.0791,8738.741,-14250.118,15685.392,16767.893,-6280.1094,-19780.635,-3983.5527,-1279.4272,-5304.9253,-21464.941
2018-07-06,-14267.834,7238.8975,18496.44,5833.001,-4930.74,-9293.436,-24740.95,-10673.088,-199.3731,-346.03067,16009.712,-4248.9634,2571.625,3146.868,1713.6207,-35731.504,-3729.039,-18463.828,3430.5867,-1333.5807,14722.691,1290.8955,-16982.344,5119.059,16837.775,6759.0425,-2722.0935,-2820.2883,-3152.8516,-1735.5309,1922.6173,-18242.398,11424.815,6552.954,1484.4246,30933.918,526.49054,-17126.885,13137.745,-3392.2676,-5686.293,-17032.014,9613.648,-4944.9526,4187.699,235.5748,12987.33,17024.564,682.2487,-670.1753,19420.252,17938.105,8613.737,-1083.6589,9296.24,-15162.96,16691.555,17842.021,-6706.12,-21054.342,-4228.6675,-1358.0602,-5650.3403,-22830.146
2018-07-07,-14490.827,7355.2935,18779.715,5925.3706,-5003.962,-9439.431,-25123.672,-10833.34,-202.88782,-352.30627,16260.573,-4315.8247,2610.5051,3194.9382,1739.7157,-36286.363,-3787.4666,-18753.736,3482.1265,-1354.7064,14950.432,1314.6232,-17241.96,5202.999,17098.877,6869.11,-2767.7283,-2863.1929,-3201.5593,-1760.665,1953.4182,-18521.766,11604.861,6653.163,1505.561,31413.307,538.27155,-17390.602,13338.042,-3441.5981,-5774.3413,-17296.447,9763.751,-5022.086,4251.5933,236.36809,13187.082,17286.014,692.1951,-685.2773,19718.799,18217.51,8746.733,-1097.8802,9443.326,-15398.318,16951.697,18120.14,-6806.338,-21379.283,-4296.171,-1377.7557,-5737.953,-23185.605
2018-07-08,-12962.118,6585.6646,16796.85,5305.1265,-4473.9453,-8445.344,-22474.771,-9684.129,-182.68517,-316.55737,14547.741,-3860.3186,2335.7444,2860.0156,1556.7249,-32459.432,-3387.449,-16781.035,3110.567,-1212.5768,13370.501,1176.958,-15414.893,4660.4375,15297.102,6149.877,-2477.0283,-2561.9875,-2862.8623,-1574.1532,1744.966,-16566.123,10384.385,5948.1436,1345.4055,28101.703,482.98608,-15557.145,11930.869,-3078.5942,-5166.4478,-15470.449,8734.233,-4492.5728,3797.7522,211.14716,11794.319,15461.554,620.36835,-618.3533,17632.566,16299.408,7820.6235,-978.4898,8449.091,-13777.535,15165.272,16211.575,-6086.0684,-19126.768,-3845.466,-1234.3204,-5131.105,-20745.36
2018-07-09,-10334.346,5240.699,13399.828,4223.655,-3572.9421,-6730.611,-17923.078,-7735.439,-145.22388,-249.4086,11595.615,-3077.5815,1863.7506,2280.12,1242.1069,-25885.629,-2700.9707,-13371.876,2488.447,-965.6882,10664.766,934.0316,-12305.111,3704.6587,12196.751,4892.922,-1969.7281,-2042.5737,-2284.9165,-1256.8939,1392.413,-13215.5625,8273.134,4748.9,1078.0804,22409.395,378.62106,-12406.915,9519.243,-2458.34,-4118.5396,-12336.503,6964.2163,-3582.336,3034.3208,170.39166,9408.792,12332.957,493.079,-482.5568,14071.464,12992.415,6240.2744,-786.348,6732.2363,-10981.874,12091.296,12923.589,-4858.5557,-15252.513,-3060.2937,-983.5355,-4094.5432,-16536.467
2018-07-10,-13251.956,6714.7197,17191.139,5411.364,-4582.9644,-8628.208,-22973.115,-9927.476,-181.69246,-315.3983,14866.861,-3951.368,2384.0723,2921.0576,1591.4701,-33187.555,-3464.811,-17144.252,3192.9807,-1235.6791,13680.292,1195.9432,-15790.297,4744.073,15639.108,6268.423,-2522.4775,-2624.5544,-2926.5173,-1616.9028,1787.6116,-16949.557,10610.413,6090.9014,1381.3988,28726.99,483.6579,-15911.371,12203.839,-3150.5676,-5279.5547,-15827.598,8924.6,-4589.466,3900.7395,220.18613,12067.057,15816.735,637.28265,-611.76355,18041.723,16657.904,8004.6567,-1014.1084,8631.51,-14082.69,15501.442,16567.412,-6237.68,-19553.12,-3922.9172,-1263.761,-5246.9814,-21195.262
2018-07-11,-13743.69,7005.578,17784.137,5641.0684,-4735.4653,-8962.043,-23847.523,-10236.593,-205.22264,-347.95706,15431.531,-4081.6692,2487.5466,3040.181,1651.662,-34420.72,-3586.9155,-17806.32,3283.4033,-1293.2126,14159.277,1254.9824,-16301.452,4969.41,16222.195,6542.6406,-2636.65,-2703.6238,-3039.3232,-1656.5498,1843.013,-17551.195,11013.138,6296.378,1423.8081,29809.807,521.56854,-16486.879,12650.727,-3265.063,-5482.8257,-16379.998,9272.042,-4772.0327,3997.7634,219.43755,12494.76,16383.6045,650.26196,-680.9025,18683.705,17291.285,8280.486,-1018.953,8964.168,-14610.832,16087.064,17200.465,-6430.6426,-20288.941,-4086.458,-1306.6483,-5442.933,-22021.143
2018-07-12,-13547.468,6912.0093,17522.338,5564.9004,-4664.6846,-8836.49,-23507.834,-10079.247,-203.93286,-346.56403,15212.939,-4021.2666,2453.135,2997.2305,1627.3019,-33925.566,-3534.9636,-17555.895,3230.5662,-1276.3162,13952.877,1239.4064,-16055.917,4906.54,15989.853,6456.083,-2603.4995,-2662.428,-2996.0405,-1630.2489,1815.6809,-17295.324,10857.964,6202.026,1400.2,29383.338,519.1582,-16247.844,12466.54,-3217.1223,-5405.172,-16141.733,9141.398,-4705.2627,3934.2312,215.25833,12312.304,16145.739,640.23157,-678.63135,18410.234,17046.225,8158.907,-999.24304,8838.33,-14403.355,15857.624,16956.361,-6332.606,-19998.004,-4032.447,-1287.4032,-5364.6104,-21711.18
2018-07-13,-12088.6045,6147.501,15661.531,4951.48,-4171.3677,-7877.2354,-20966.39,-9026.848,-174.85922,-296.681,13567.907,-3597.3662,2181.1018,2671.5632,1452.0933,-30274.521,-3156.5955,-15653.574,2897.5444,-1132.9845,12463.34,1098.0272,-14364.94,4354.274,14269.094,5738.894,-2309.6,-2385.9023,-2670.2332,-1465.321,1623.9305,-15448.102,9685.104,5544.8296,1256.1975,26212.414,450.34937,-14507.561,11129.983,-2872.5862,-4819.7456,-14420.443,8148.065,-4191.909,3534.171,196.39734,10997.044,14418.031,578.32404,-580.9422,16440.104,15204.381,7290.1147,-908.7937,7879.501,-12850.808,14146.88,15121.972,-5671.3433,-17842.121,-3587.561,-1153.9714,-4785.565,-19354.592
2018-07-14,-14297.29,7298.8735,18488.87,5875.9634,-4919.7153,-9326.021,-24808.553,-10632.213,-217.24677,-366.1872,16055.274,-4244.095,2589.003,3165.0823,1717.5322,-35803.062,-3730.3538,-18530.191,3407.1973,-1347.8405,14720.811,1310.9958,-16937.404,5183.6646,16875.414,6817.6343,-2748.0825,-2809.1487,-3160.775,-1718.2147,1915.1187,-18248.396,11460.915,6543.387,1477.4374,31008.785,548.4044,-17145.43,13154.944,-3393.227,-5704.3823,-17032.094,9647.606,-4965.852,4148.154,224.97186,12990.925,17036.002,675.63995,-720.04785,19423.893,17990.785,8607.506,-1051.6497,9328.573,-15200.631,16737.064,17895.41,-6679.3325,-21104.557,-4256.376,-1359.9811,-5661.1304,-22914.479
2018-07-15,-14122.82,7188.583,18288.402,5790.2256,-4870.9043,-9206.266,-24499.738,-10534.5,-205.18626,-352.30798,15855.2295,-4199.166,2552.1929,3121.1956,1697.6053,-35371.414,-3688.4282,-18292.559,3380.959,-1325.4204,14559.117,1285.47,-16772.418,5092.8433,16669.654,6713.17,-2704.06,-2785.4634,-3121.6973,-1708.6821,1896.546,-18043.883,11316.28,6475.437,1464.6401,30629.367,530.3662,-16948.271,13001.684,-3356.506,-5632.7466,-16843.818,9523.086,-4899.7783,4120.5664,228.6339,12845.93,16842.266,671.5409,-688.02136,19206.725,17765.553,8514.367,-1055.7222,9209.187,-15014.194,16528.14,17671.588,-6620.138,-20847.762,-4194.8394,-1343.6968,-5591.979,-22619.643
2018-07-16,-11725.497,5941.5923,15204.2,4789.159,-4055.4558,-7635.8677,-20336.088,-8780.844,-163.91682,-282.63882,13155.204,-3491.4956,2115.0735,2585.513,1409.386,-29371.05,-3065.3213,-15167.755,2826.959,-1095.2747,12102.794,1059.4121,-13967.782,4198.2847,13836.953,5548.2744,-2234.5793,-2316.8418,-2593.9111,-1426.0609,1581.7898,-14995.778,9383.77,5390.872,1224.2062,25426.062,428.4982,-14076.641,10801.096,-2789.6301,-4672.202,-13998.176,7902.191,-4064.7397,3445.9417,193.32301,10676.867,13993.923,557.409,-544.1661,15972.056,14738.74,7082.8887,-894.41034,7637.4395,-12457.172,13717.884,14661.912,-5513.917,-17304.533,-3470.288,-1113.4161,-4647.6606,-18759.35
2018-07-17,-14627.826,7434.894,18948.299,5988.581,-5048.261,-9531.183,-25368.559,-10923.535,-210.27762,-360.0089,16416.352,-4352.306,2639.4937,3229.5627,1756.417,-36630.25,-3820.688,-18937.21,3507.9753,-1370.8279,15083.227,1329.1698,-17385.684,5265.232,17262.938,6942.4087,-2796.675,-2885.0933,-3232.4082,-1772.551,1967.8369,-18691.871,11716.155,6711.1694,1519.178,31715.305,546.3604,-17552.012,13465.341,-3474.8645,-5831.1245,-17449.729,9860.085,-5072.999,4279.3994,237.4951,13306.953,17445.732,697.2366,-701.3406,19897.598,18394.424,8823.778,-1100.8195,9534.223,-15546.248,17115.637,18295.78,-6861.9497,-21585.607,-4340.871,-1392.4622,-5792.5273,-23415.523
2018-07-18,-14320.296,7285.711,18544.932,5868.877,-4941.4985,-9333.109,-24843.95,-10685.96,-209.39088,-356.44156,16074.19,-4257.165,2588.5557,3164.844,1720.4967,-35864.55,-3739.0483,-18544.713,3430.0847,-1344.2064,14761.834,1301.2502,-17008.225,5162.6904,16902.918,6802.5747,-2740.0742,-2821.4565,-3166.3079,-1732.6509,1923.1146,-18297.896,11470.659,6567.625,1487.1349,31056.87,536.321,-17183.69,13185.624,-3404.1216,-5710.9326,-17076.895,9657.029,-4969.568,4179.728,232.73753,13025.735,17078.947,680.74133,-693.6923,19477.213,18012.467,8634.678,-1072.0387,9335.438,-15222.907,16759.18,17916.271,-6712.499,-21138.506,-4252.728,-1363.5831,-5671.9043,-22934.096
2018-07-19,-13945.469,7104.284,18050.95,5721.4253,-4807.7046,-9091.752,-24198.19,-10394.578,-208.01315,-350.64993,15655.909,-4142.5503,2523.5293,3085.5088,1675.9651,-34927.492,-3639.4353,-18065.04,3334.704,-1311.5612,14368.52,1271.0463,-16547.299,5038.372,16461.64,6633.4404,-2671.4475,-2744.2856,-3083.654,-1682.6946,1870.0033,-17812.852,11173.179,6391.275,1447.0935,30247.72,525.3742,-16731.035,12839.652,-3314.543,-5562.989,-16622.088,9407.203,-4841.363,4059.9714,224.08403,12680.419,16626.945,661.1326,-685.21716,18961.004,17544.531,8403.754,-1037.3694,9093.5205,-14825.408,16323.69,17451.598,-6529.0,-20587.922,-4144.187,-1328.0443,-5523.181,-22342.121
2018-07-20,-15528.247,7918.1587,20085.787,6374.321,-5346.3804,-10126.136,-26941.148,-11558.731,-234.1368,-394.09058,17433.84,-4610.852,2809.9106,3435.1946,1864.7334,-38884.52,-4051.832,-20117.895,3706.7336,-1462.3212,15992.455,1422.0096,-18408.828,5620.5273,18326.135,7395.8823,-2981.3105,-3051.0752,-3433.2083,-1868.011,2082.9287,-19822.922,12443.391,7111.14,1607.2593,33674.5,592.53845,-18620.982,14288.248,-3685.302,-6193.6113,-18501.482,10476.19,-5392.1035,4514.135,244.93948,14112.051,18504.545,733.7175,-772.9855,21103.492,19534.773,9353.427,-1148.3472,10128.494,-16504.742,18175.746,19431.73,-7259.1963,-22917.805,-4618.341,-1476.0532,-6149.641,-24878.537
2018-07-21,-15067.514,7663.3594,19509.848,6171.6265,-5196.708,-9820.602,-26131.203,-11241.367,-217.39148,-374.25266,16911.773,-4480.9087,2719.4148,3326.0227,1808.2484,-37728.387,-3935.1108,-19509.154,3608.7888,-1413.051,15533.954,1371.7809,-17898.414,5429.287,17779.92,7157.572,-2885.781,-2969.6567,-3330.471,-1823.414,2027.0052,-19248.357,12070.1,6909.079,1561.2716,32667.781,568.2512,-18075.744,13865.73,-3577.8606,-6006.5923,-17971.012,10158.062,-5226.2827,4403.1587,243.06505,13703.626,17965.807,716.662,-729.5535,20491.55,18948.094,9086.863,-1129.4484,9823.195,-16013.666,17629.766,18847.266,-7062.527,-22232.367,-4474.8843,-1431.9484,-5966.17,-24122.697
2018-07-22,-15161.592,7734.191,19613.451,6228.5293,-5220.4766,-9889.284,-26308.928,-11282.843,-227.6972,-386.72476,17025.846,-4502.0635,2745.345,3355.2756,1822.2603,-37971.727,-3957.3853,-19647.643,3617.8716,-1427.7389,15616.333,1387.4795,-17973.186,5488.501,17895.928,7224.711,-2912.1367,-2982.482,-3352.733,-1824.9747,2032.0199,-19357.094,12152.361,6942.5537,1568.2113,32886.215,578.37665,-18186.531,13952.95,-3600.8516,-6048.9272,-18067.828,10230.189,-5265.1587,4404.126,240.29028,13780.756,18070.502,716.6725,-757.7944,20606.316,19077.56,9130.964,-1119.3727,9891.334,-16119.896,17748.29,18977.023,-7089.2646,-22382.428,-4511.257,-1441.3519,-6004.57,-24297.682
2018-07-23,-11190.129,5722.795,14462.827,4608.035,-3851.4546,-7303.369,-19437.613,-8311.601,-177.58029,-293.6329,12570.869,-3313.0708,2036.9553,2484.0125,1347.0454,-28035.002,-2916.3843,-14510.509,2662.1873,-1059.4032,11514.812,1024.9742,-13238.652,4068.4343,13213.568,5343.95,-2153.3723,-2191.5278,-2478.962,-1339.0447,1492.6935,-14283.341,8968.675,5119.1245,1159.1351,24289.586,429.6629,-13421.309,10306.246,-2662.7393,-4469.46,-13317.818,7560.219,-3893.6443,3229.126,176.89961,10166.898,13335.24,523.28656,-573.7979,15206.013,14088.92,6732.191,-814.5264,7302.6797,-11901.301,13106.722,14016.77,-5219.4805,-16533.096,-3334.2583,-1063.8379,-4435.0283,-17955.508
2018-07-24,-14654.833,7497.8545,18935.25,6035.9136,-5036.6147,-9565.833,-25439.8,-10874.348,-228.93558,-384.23978,16463.021,-4343.67,2660.4736,3249.2317,1761.2802,-36701.54,-3821.448,-19004.975,3481.0654,-1386.0236,15078.396,1348.4707,-17331.898,5332.079,17299.65,7004.9307,-2824.8718,-2873.7454,-3241.9133,-1753.9875,1957.9203,-18695.574,11751.831,6698.842,1510.6478,31793.957,569.48944,-17570.59,13482.747,-3479.01,-5850.3457,-17445.883,9895.927,-5095.0176,4232.087,227.90117,13308.935,17455.67,688.85016,-756.3719,19900.217,18448.387,8813.889,-1064.9392,9566.798,-15585.112,17160.658,18351.525,-6832.362,-21638.795,-4370.67,-1393.044,-5803.6104,-23505.69
2018-07-25,-17874.033,9100.831,23133.904,7329.6064,-6159.8467,-11653.142,-31007.037,-13322.552,-263.00912,-448.89862,20065.281,-5311.748,3231.3872,3950.2266,2147.3506,-44762.52,-4667.494,-23149.223,4276.9673,-1679.5121,18419.852,1632.5513,-21215.984,6451.4087,21093.531,8501.536,-3427.0352,-3519.2087,-3952.2927,-2156.4067,2401.5906,-22827.05,14320.255,8192.94,1852.2168,38761.19,675.7628,-21441.135,16449.344,-4244.3765,-7127.4995,-21309.654,12055.469,-6203.142,5210.0967,284.6885,16252.183,21307.535,845.51184,-876.5454,24305.896,22481.611,10773.733,-1331.6638,11656.045,-18996.652,20918.512,22363.842,-8368.777,-26379.334,-5310.4346,-1697.181,-7079.862,-28626.943
2018-07-26,-15205.939,7787.7437,19638.514,6267.7334,-5222.49,-9927.248,-26400.799,-11273.097,-241.9899,-401.89954,17083.494,-4503.8066,2763.5156,3374.3362,1827.751,-38081.74,-3963.2837,-19723.775,3606.9707,-1440.7483,15638.392,1402.3845,-17968.477,5542.8906,17950.922,7275.4717,-2933.932,-2977.0376,-3364.2366,-1815.1293,2029.2343,-19392.863,12194.749,6947.0464,1567.0571,32991.86,593.8341,-18227.416,13989.293,-3608.8655,-6071.64,-18093.186,10271.035,-5289.2607,4381.99,234.34555,13804.849,18107.584,712.6098,-792.86926,20642.525,19144.48,9141.129,-1098.8549,9928.151,-16171.081,17808.45,19044.354,-7081.193,-22454.113,-4537.445,-1445.5175,-6022.326,-24396.342
2018-07-27,-14456.719,7385.3906,18688.61,5944.5464,-4972.8022,-9432.441,-25090.83,-10743.477,-223.37773,-372.95117,16235.677,-4287.652,2620.505,3202.6409,1736.4521,-36204.184,-3769.6858,-18739.393,3441.948,-1364.7571,14880.3545,1326.7571,-17115.438,5248.1963,17064.209,6898.278,-2781.1165,-2836.1235,-3197.8699,-1733.9966,1934.4062,-18448.766,11588.794,6613.493,1493.8744,31358.701,557.2993,-17333.709,13302.414,-3431.9612,-5768.9375,-17214.922,9758.478,-5023.4795,4187.255,226.13329,13133.155,17223.078,681.3057,-733.8462,19638.443,18193.562,8701.091,-1059.0762,9433.332,-15370.515,16926.13,18098.045,-6747.686,-21342.273,-4305.6284,-1374.7904,-5725.109,-23176.852
2018-07-28,-16046.891,8175.8135,20764.66,6586.381,-5526.5806,-10464.278,-27834.74,-11950.024,-235.63277,-405.97787,18016.947,-4770.0596,2900.8381,3546.8223,1927.2085,-40184.59,-4191.541,-20788.33,3834.2842,-1508.3208,16534.02,1469.2252,-19038.31,5798.1987,18937.05,7639.757,-3079.2883,-3161.3533,-3546.3557,-1935.7367,2155.9023,-20488.469,12860.951,7352.488,1658.916,34797.523,609.532,-19248.008,14762.129,-3808.1833,-6399.252,-19132.498,10822.694,-5568.6504,4672.577,254.24376,14586.914,19126.006,760.2454,-793.6815,21813.908,20185.643,9667.548,-1191.7708,10467.437,-17057.047,18780.367,20078.67,-7509.8027,-23681.145,-4771.5435,-1524.4111,-6354.9844,-25703.078
2018-07-29,-11837.964,6025.5386,15332.357,4852.7437,-4082.8489,-7715.8833,-20532.607,-8831.979,-171.48256,-293.38635,13289.525,-3521.6895,2137.1047,2616.1672,1422.3079,-29646.482,-3091.2246,-15333.666,2833.4792,-1110.322,12203.628,1076.6344,-14059.826,4269.032,13973.418,5625.6836,-2265.082,-2336.232,-2614.9387,-1433.9174,1589.1611,-15125.302,9486.727,5427.2095,1227.7117,25670.957,444.19733,-14206.702,10897.756,-2812.6934,-4721.056,-14120.148,7980.2515,-4105.846,3456.0525,192.01137,10767.609,14117.818,565.6704,-575.3405,16095.507,14891.551,7136.7188,-886.1329,7718.816,-12586.498,13853.618,14811.316,-5550.771,-17473.584,-3516.1936,-1128.7865,-4685.3496,-18958.137
2018-07-30,-12757.321,6491.269,16521.094,5230.574,-4404.2676,-8316.294,-22143.5,-9520.596,-188.5724,-319.7921,14322.457,-3789.0315,2311.6196,2822.1199,1535.443,-31961.686,-3330.7563,-16521.94,3058.0151,-1198.6719,13151.556,1158.0818,-15152.6875,4597.9453,15060.566,6061.001,-2440.9978,-2512.409,-2824.2397,-1541.582,1711.4784,-16304.376,10216.818,5852.958,1327.9078,27680.018,475.34586,-15312.446,11753.596,-3037.452,-5089.748,-15210.8,8607.489,-4429.991,3718.457,207.90968,11607.037,15218.257,602.3735,-619.2958,17361.037,16049.256,7692.5044,-953.6548,8316.828,-13562.097,14933.467,15966.471,-5979.8096,-18840.635,-3786.8953,-1212.4365,-5056.4385,-20439.725
2018-07-31,-14467.799,7351.071,18744.812,5921.924,-4991.1353,-9426.477,-25083.271,-10806.233,-204.80487,-353.37762,16236.692,-4309.322,2606.5173,3192.48,1737.1427,-36228.35,-3781.3142,-18729.398,3471.8867,-1353.7107,14920.98,1316.5509,-17202.658,5203.3496,17072.64,6865.982,-2765.511,-2858.8381,-3194.9717,-1755.0985,1948.3877,-18486.23,11590.697,6638.573,1501.373,31362.992,539.66614,-17361.287,13313.674,-3433.8516,-5765.4736,-17265.88,9748.803,-5014.3447,4238.2905,233.16968,13162.009,17253.928,691.6409,-691.38965,19678.9,18191.354,8727.82,-1091.0741,9430.649,-15375.74,16927.205,18093.104,-6790.0405,-21345.35,-4292.018,-1377.3728,-5727.8843,-23152.951
2018-08-01,-15357.984,7809.7935,19887.934,6289.819,-5297.9014,-10008.952,-26635.621,-11461.154,-221.85779,-380.53378,17237.31,-4567.7617,2772.3083,3390.5771,1843.677,-38457.203,-4010.9897,-19884.379,3679.887,-1440.2491,15833.838,1397.544,-18245.941,5532.3877,18123.355,7293.602,-2939.999,-3027.0159,-3394.5527,-1858.6862,2065.8657,-19620.93,12301.801,7043.5815,1593.0156,33298.492,577.47144,-18425.275,14134.891,-3647.3538,-6122.4272,-18317.658,10353.818,-5327.352,4488.9746,248.02002,13968.69,18313.494,730.44574,-741.58215,20888.283,19313.172,9262.567,-1152.3341,10011.769,-16321.9375,17969.936,19210.309,-7199.9165,-22661.998,-4559.838,-1460.1,-6081.843,-24587.193
2018-08-02,-15199.089,7759.0596,19653.648,6247.9365,-5229.509,-9916.24,-26375.516,-11300.458,-230.76715,-390.89328,17069.154,-4510.8154,2753.6238,3365.024,1826.2357,-38064.23,-3966.351,-19699.1,3622.296,-1433.0428,15649.702,1394.6423,-18005.605,5509.74,17939.291,7249.4585,-2922.7207,-2986.959,-3361.3003,-1825.8293,2036.2135,-19398.611,12184.015,6956.2275,1569.9788,32967.66,583.355,-18227.28,13984.141,-3608.3665,-6064.195,-18106.963,10257.527,-5279.39,4408.133,238.46468,13810.542,18109.877,716.72675,-766.8336,20652.383,19125.994,9149.992,-1117.2539,9917.525,-16159.095,17793.49,19025.643,-7099.974,-22436.795,-4525.148,-1444.0585,-6019.536,-24361.816
