date,v0,v1,v2,v3,v4,v5,v6,v7
2018-08-24,17972.934,7163.691,-31932.584,5709.031,7571.094,-21814.465,-514.31024,25333.326
2018-08-25,14851.19,5913.8354,-26365.455,4727.3335,6246.1255,-18031.045,-414.6061,20925.3
2018-08-26,18465.92,7364.189,-32822.098,5858.341,7784.488,-22408.44,-536.5695,26033.67
2018-08-27,14990.472,5976.9805,-26641.057,4756.4946,6317.514,-18190.377,-436.07388,21131.846
2018-08-28,17504.527,6987.6304,-31144.803,5540.102,7397.5464,-21234.262,-521.94543,24688.06
2018-08-29,15859.415,6320.9155,-28177.287,5038.8013,6681.591,-19250.367,-451.82193,22354.0
2018-08-30,19161.082,7642.454,-34063.06,6077.0913,8081.0415,-23251.236,-558.17786,27015.314
2018-08-31,15364.486,6126.1245,-27307.967,4876.927,6478.289,-18646.928,-442.5803,21659.861
2018-09-01,15006.463,5982.6807,-26669.59,4764.5825,6326.7036,-18213.268,-430.691,21154.227
2018-09-02,16659.418,6646.4375,-29626.143,5280.4795,7033.1943,-20214.23,-487.6154,23491.016
2018-09-03,14805.34,5907.002,-26327.17,4690.717,6247.196,-17961.71,-438.0407,20876.262
2018-09-04,19318.713,7706.8906,-34349.387,6124.933,8150.9014,-23441.85,-564.2636,27239.988
2018-09-05,16408.523,6541.141,-29159.375,5210.2563,6916.629,-19914.914,-470.82895,23129.836
2018-09-06,18792.67,7483.285,-33358.043,5982.779,7899.142,-22816.896,-524.303,26478.584
2018-09-07,17926.293,7147.358,-31859.611,5688.9355,7556.544,-21754.064,-519.44385,25270.48
2018-09-08,19004.35,7579.983,-33782.508,6028.1895,8013.1357,-23061.947,-552.40027,26794.516
2018-09-09,18317.572,7300.7256,-32544.855,5818.1523,7716.5396,-22231.97,-525.2263,25818.436
2018-09-10,13980.637,5571.8984,-24837.48,4440.785,5887.925,-16967.943,-401.319,19704.996
2018-09-11,17100.092,6816.4204,-30385.729,5430.928,7206.3804,-20755.01,-489.48132,24104.135
2018-09-12,16952.738,6764.224,-30149.605,5371.3315,7156.973,-20568.215,-499.51666,23905.363
2018-09-13,15887.176,6335.406,-28240.83,5040.22,6700.439,-19279.035,-461.35507,22397.65
2018-09-14,16213.193,6467.6553,-28828.861,5139.4233,6842.0293,-19672.117,-475.44824,22860.352
2018-09-15,17793.129,7091.157,-31609.586,5653.045,7493.274,-21596.496,-508.5231,25078.514
2018-09-16,14603.746,5824.594,-25963.385,4631.819,6161.4546,-17721.367,-424.7282,20589.855
2018-09-17,13971.646,5570.854,-24831.021,4433.111,5888.625,-16954.094,-406.40628,19695.805
2018-09-18,17593.758,7014.4062,-31268.963,5584.771,7417.8877,-21352.088,-507.1341,24801.564
2018-09-19,16977.23,6766.3203,-30162.64,5392.879,7151.497,-20605.527,-486.22366,23929.002
2018-09-20,15990.344,6369.0186,-28393.387,5086.6353,6727.541,-19411.799,-450.5039,22532.385
2018-09-21,17534.312,6991.9746,-31169.03,5563.693,7396.204,-21278.87,-507.39526,24719.645
2018-09-22,18129.049,7213.2793,-32155.188,5782.133,7606.283,-22017.0,-495.2345,25535.31
2018-09-23,18707.842,7460.142,-33251.754,5936.2363,7887.3716,-22703.033,-541.726,26374.207
2018-09-24,13056.24,5205.6743,-23203.69,4143.0903,5502.7964,-15843.637,-379.14722,18405.152
2018-09-25,16418.217,6551.3184,-29202.12,5201.383,6933.9043,-19919.637,-483.8247,23152.307
